Id,Code,ContactId,PurchaseDate,NomorSurat,CurrencyId,Description,AllowEditDetail,IsConfirmed,ConfirmationDate,IsReceivalCompleted,IsDeleted,DeletedAt,CreatedAt,UpdatedAt
172,2015.5.3,1218,2015-04-08,OP-ZGA 1504068,2,,True,True,2015-04-08,False,False,,2015-05-10 20:32:47,
173,2015.5.4,473,2015-04-10,OP-ZGA 1504070,1,,True,True,2015-04-10,False,False,,2015-05-10 21:00:54,
174,2015.5.5,431,2015-04-10,OP-ZGA 1504071,1,,True,True,2015-04-10,False,False,,2015-05-10 21:32:12,
175,2015.5.6,457,2015-04-10,OP_ZGA 1504072,1,,True,True,2015-04-10,False,False,,2015-05-10 21:53:59,
176,2015.5.7,1219,2015-04-13,OP-ZGA 1504073,1,,True,True,2015-04-13,False,False,,2015-05-10 21:59:54,
177,2015.5.8,375,2015-04-13,OP-ZGA 1504074,1,,True,True,2015-04-13,False,False,,2015-05-10 22:07:45,
178,2015.5.9,375,2015-04-14,OP-ZGA 1504075,1,,True,True,2015-04-14,False,False,,2015-05-10 22:10:36,
179,2015.5.10,944,2015-04-14,OP-ZGA 1504076,1,,True,True,2015-04-14,False,False,,2015-05-10 22:23:40,
180,2015.5.11,931,2015-04-16,OP-ZGA 1504077,2,,True,True,2015-04-16,False,False,,2015-05-11 20:00:21,
181,2015.5.12,457,2015-04-20,OP-ZGA 1504078,1,,True,True,2015-04-20,False,False,,2015-05-11 20:02:36,
182,2015.5.13,375,2015-04-21,OP-ZGA 1504079,1,,True,True,2015-04-21,False,False,,2015-05-11 20:04:13,
183,2015.5.14,1178,2015-04-21,OP-ZGA 1504080,1,,True,True,2015-04-21,False,False,,2015-05-11 20:07:49,
184,2015.5.15,472,2015-04-21,OP-ZGA 1504081,1,,True,True,2015-04-21,False,False,,2015-05-11 20:16:20,2015-05-11 20:36:27
185,2015.5.16,417,2015-04-29,OP-ZGA 1504082,1,,True,True,2015-04-29,False,False,,2015-05-11 20:23:12,
186,2015.5.17,472,2015-04-29,OP-ZGA 1504083,1,,True,True,2015-04-29,False,False,,2015-05-11 20:27:52,
187,2015.5.18,375,2015-05-04,OP-ZGA 1505085,1,,True,False,,False,True,2015-05-11 20:38:03,2015-05-11 20:35:26,
188,2015.5.18,390,2015-04-30,OP-ZGA 1504084,1,,True,True,2015-04-30,False,False,,2015-05-11 20:56:00,
189,2015.5.19,941,2015-02-13,017/ZGA/II/2015,3,,True,True,2015-02-13,True,False,,2015-05-12 17:24:47,2015-05-12 17:42:31
190,2015.5.20,1220,2015-02-05,011/ZGA/II/2015,5,,True,True,2015-02-05,True,False,,2015-05-12 17:48:45,2015-05-12 19:50:39
191,2015.5.21,1179,2015-02-13,016/ZGA/II/2015,2,,True,True,2015-02-13,False,False,,2015-05-12 20:53:15,2015-05-20 19:42:11
192,2015.5.22,375,2015-05-04,OP-ZGA 1505085,1,,True,True,2015-05-04,False,False,,2015-05-12 21:31:22,
193,2015.5.23,938,2015-05-04,OP-ZGA 1505086,2,,True,True,2015-05-04,False,False,,2015-05-12 21:32:58,2015-05-12 21:35:49
194,2015.5.24,1216,2015-05-13,OP-ZGA 1505087,2,,True,True,2015-05-05,False,False,,2015-05-12 21:34:36,
195,2015.5.25,1221,2015-02-05,012/ZGA/II/2015,6,,True,True,2015-02-05,True,False,,2015-05-12 23:04:43,2015-05-20 16:19:57
196,2015.5.26,1222,2015-05-06,OP-ZGA 1505088,1,,True,True,2015-05-06,False,False,,2015-05-14 20:03:21,
197,2015.5.27,457,2015-05-06,OP-ZGA 1505089,1,,True,True,2015-05-06,False,False,,2015-05-14 20:05:03,
198,2015.5.28,375,2015-05-06,OP-ZGA 1505090,1,,True,True,2015-05-06,False,False,,2015-05-14 20:07:39,
199,2015.5.29,472,2015-05-11,OP-ZGA 1505091,1,,True,True,2015-05-11,False,False,,2015-05-14 20:20:43,2015-05-14 20:20:59
200,2015.5.30,414,2015-03-12,15031,1,,True,True,2015-03-12,False,False,,2015-05-14 21:04:00,
201,2015.5.31,972,2015-03-13,15032,1,,True,True,2015-03-13,False,False,,2015-05-14 21:51:33,
202,2015.5.32,496,2015-03-18,15033,1,,True,True,2015-03-18,False,False,,2015-05-14 21:56:19,
203,2015.5.33,387,2015-03-24,15034,1,,True,True,2015-03-24,False,False,,2015-05-17 20:25:42,
